phase,variant,variant_family,world_count,route_length,capacity_condition,context_slots,capacity_ratio,retention_world,world_age_from_end,seed_count,row_count,route_table_accuracy_all_mean,route_table_accuracy_all_std,route_table_accuracy_all_ci95_low,route_table_accuracy_all_ci95_high,route_table_accuracy_all_n,composition_accuracy_seen_routes_mean,composition_accuracy_seen_routes_std,composition_accuracy_seen_routes_ci95_low,composition_accuracy_seen_routes_ci95_high,composition_accuracy_seen_routes_n,composition_accuracy_suffix_routes_mean,composition_accuracy_suffix_routes_std,composition_accuracy_suffix_routes_ci95_low,composition_accuracy_suffix_routes_ci95_high,composition_accuracy_suffix_routes_n,first_step_context_accuracy_mean,first_step_context_accuracy_std,first_step_context_accuracy_ci95_low,first_step_context_accuracy_ci95_high,first_step_context_accuracy_n,suffix_generalization_gap_mean,suffix_generalization_gap_std,suffix_generalization_gap_ci95_low,suffix_generalization_gap_ci95_high,suffix_generalization_gap_n,route_table_composition_gap_seen_mean,route_table_composition_gap_seen_std,route_table_composition_gap_seen_ci95_low,route_table_composition_gap_seen_ci95_high,route_table_composition_gap_seen_n,route_table_composition_gap_suffix_mean,route_table_composition_gap_suffix_std,route_table_composition_gap_suffix_ci95_low,route_table_composition_gap_suffix_ci95_high,route_table_composition_gap_suffix_n,capacity_used_mean,capacity_used_std,capacity_used_ci95_low,capacity_used_ci95_high,capacity_used_n,evictions_mean,evictions_std,evictions_ci95_low,evictions_ci95_high,evictions_n,hash_collisions_mean,hash_collisions_std,hash_collisions_ci95_low,hash_collisions_ci95_high,hash_collisions_n
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,16,8,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,2304.0,0.0,2304.0,2304.0,20,768.0,0.0,768.0,768.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,16,12,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3456.0,0.0,3456.0,3456.0,20,1152.0,0.0,1152.0,1152.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,16,16,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,4608.0,0.0,4608.0,4608.0,20,1536.0,0.0,1536.0,1536.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,32,4,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,2304.0,0.0,2304.0,2304.0,20,768.0,0.0,768.0,768.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,32,8,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,4608.0,0.0,4608.0,4608.0,20,1536.0,0.0,1536.0,1536.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,32,12,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,6912.0,0.0,6912.0,6912.0,20,2304.0,0.0,2304.0,2304.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_0p75,replay_lru_context_table,32,16,capacity_ratio_0.75,,0.75,,,20,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.75,0.0,0.75,0.75,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,9216.0,0.0,9216.0,9216.0,20,3072.0,0.0,3072.0,3072.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,4,4,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,4,8,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,4,12,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1152.0,0.0,1152.0,1152.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,4,16,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,8,4,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,8,8,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,8,12,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,2304.0,0.0,2304.0,2304.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,8,16,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,16,4,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,16,8,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,16,12,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,4608.0,0.0,4608.0,4608.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,16,16,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,6144.0,0.0,6144.0,6144.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,32,4,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,32,8,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,6144.0,0.0,6144.0,6144.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,32,12,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,9216.0,0.0,9216.0,9216.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_no_replay_capacity_1p0,replay_lru_context_table,32,16,capacity_ratio_1.00,,1.0,,,20,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,1.0,0.0,1.0,1.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,12288.0,0.0,12288.0,12288.0,20,0.0,0.0,0.0,0.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,4,4,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,96.0,0.0,96.0,96.0,20,288.0,0.0,288.0,288.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,4,8,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,192.0,0.0,192.0,192.0,20,576.0,0.0,576.0,576.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,4,12,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,288.0,0.0,288.0,288.0,20,864.0,0.0,864.0,864.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,4,16,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,1152.0,0.0,1152.0,1152.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,8,4,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,192.0,0.0,192.0,192.0,20,576.0,0.0,576.0,576.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,8,8,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,1152.0,0.0,1152.0,1152.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,8,12,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,576.0,0.0,576.0,576.0,20,1728.0,0.0,1728.0,1728.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,8,16,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,2304.0,0.0,2304.0,2304.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,16,4,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,1152.0,0.0,1152.0,1152.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,16,8,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,2304.0,0.0,2304.0,2304.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,16,12,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1152.0,0.0,1152.0,1152.0,20,3456.0,0.0,3456.0,3456.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,16,16,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,4608.0,0.0,4608.0,4608.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,32,4,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,2304.0,0.0,2304.0,2304.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,32,8,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,4608.0,0.0,4608.0,4608.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,32,12,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,2304.0,0.0,2304.0,2304.0,20,6912.0,0.0,6912.0,6912.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p25,replay_lru_context_table,32,16,capacity_ratio_0.25,,0.25,,,20,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.25,0.0,0.25,0.25,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,9216.0,0.0,9216.0,9216.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,4,4,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,192.0,0.0,192.0,192.0,20,192.0,0.0,192.0,192.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,4,8,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,384.0,0.0,384.0,384.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,4,12,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,576.0,0.0,576.0,576.0,20,576.0,0.0,576.0,576.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,4,16,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,768.0,0.0,768.0,768.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,8,4,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,384.0,0.0,384.0,384.0,20,384.0,0.0,384.0,384.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,8,8,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,768.0,0.0,768.0,768.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,8,12,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1152.0,0.0,1152.0,1152.0,20,1152.0,0.0,1152.0,1152.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,8,16,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,1536.0,0.0,1536.0,1536.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,16,4,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,768.0,0.0,768.0,768.0,20,768.0,0.0,768.0,768.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,16,8,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,1536.0,0.0,1536.0,1536.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,16,12,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,2304.0,0.0,2304.0,2304.0,20,2304.0,0.0,2304.0,2304.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,16,16,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,3072.0,0.0,3072.0,3072.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,32,4,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,1536.0,0.0,1536.0,1536.0,20,1536.0,0.0,1536.0,1536.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,32,8,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,3072.0,0.0,3072.0,3072.0,20,3072.0,0.0,3072.0,3072.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,32,12,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,4608.0,0.0,4608.0,4608.0,20,4608.0,0.0,4608.0,4608.0,20,,,,,0
capacity_pressure,baseline_bounded_lru_with_replay_capacity_0p5,replay_lru_context_table,32,16,capacity_ratio_0.50,,0.5,,,20,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.5,0.0,0.5,0.5,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,20,6144.0,0.0,6144.0,6144.0,20,6144.0,0.0,6144.0,6144.0,20,,,,,0
